,user_id,total_ads,avg_cpm,median_cpm,max_cpm,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,avg_ads_per_session,max_ads_per_session,sex,age,city_id,sex_binary,age_group,city_group,at_least_one,at_least_two,at_least_three
11,13,11,729.0081818181818,394.89,3339.28,0,0,0,2,2,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665,5,2,18,0,0,19-35,0,0.7272727272727273,0.0,0.0
12,14,5,90.674,90.0,135.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1.25,2,1,16,0,1,0-18,0,0.0,0.0,0.0
13,15,3,75.61666666666666,60.0,135.35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1.0,1,2,44,9,0,36-50,other,0.3333333333333333,0.0,0.0
14,16,4,241.25,247.5,380.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,2,40,0,0,36-50,0,0.0,0.0,0.0
15,18,26,274.97076923076924,159.42000000000002,1508.16,1,0,0,1,1,2,0,3,1,0,0,0,1,1,0,1,1,0,3,2,1,4,2,1,1.368421052631579,4,2,28,0,0,19-35,0,0.0,0.0,0.0
16,19,4,65.75,65.0,85.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1.3333333333333333,2,2,19,10,0,19-35,other,0.0,0.0,0.0
17,20,177,96.72824858757063,59.1,1143.3,7,15,15,10,5,2,2,7,3,5,4,6,11,10,10,7,19,4,11,7,6,1,6,4,2.269230769230769,9,2,17,0,0,0-18,0,0.0,0.0,0.0
18,21,8,52.7,42.05,130.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1.0,1,2,20,0,0,19-35,0,0.875,0.75,0.375
19,22,78,137.01397435897437,105.045,423.0,0,0,0,3,7,4,4,5,4,7,4,2,2,6,0,1,3,4,2,9,6,5,0,0,2.108108108108108,7,1,33,11,1,19-35,other,0.2948717948717949,0.0,0.0
20,23,55,259.05454545454546,193.47,2102.32,1,0,2,2,0,1,7,1,4,0,4,4,0,2,1,2,2,2,0,4,1,5,7,3,1.896551724137931,12,1,30,12,1,19-35,other,0.7090909090909091,0.0,0.0
21,24,54,191.92944444444444,148.17000000000002,670.0,0,0,0,0,0,0,1,2,3,3,10,1,6,0,7,12,0,1,1,1,4,0,2,0,2.0,7,1,44,13,1,36-50,other,0.6851851851851852,0.2222222222222222,0.0
22,25,24,59.33541666666667,38.695,195.0,2,3,0,0,0,1,2,0,1,1,1,1,0,4,1,2,0,1,2,0,1,0,0,1,1.411764705882353,3,1,15,0,1,0-18,0,0.0,0.0,0.0
23,26,26,364.10346153846154,342.96000000000004,850.44,1,2,1,0,0,0,0,0,1,3,1,1,3,1,2,1,0,2,1,3,1,0,2,0,1.1304347826086956,2,2,29,3,0,19-35,3,0.9615384615384616,0.8076923076923077,0.7692307692307693
24,27,17,387.02176470588233,322.7,1118.54,1,0,0,0,0,0,0,1,3,0,0,0,2,0,3,2,0,0,1,1,0,0,1,2,1.4166666666666667,3,1,0,3,1,0-18,3,0.0,0.0,0.0
25,28,1,1276.58,1276.58,1276.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1,1,34,7,1,19-35,7,0.0,0.0,0.0
26,29,47,112.73531914893618,72.0,570.33,0,0,0,0,0,1,3,2,0,2,5,6,1,3,7,3,2,1,0,0,0,3,5,3,1.6206896551724137,5,2,35,14,0,36-50,other,0.0,0.0,0.0
27,30,36,114.88805555555557,90.0,470.0,2,0,0,0,0,1,0,0,0,1,1,2,2,0,0,0,1,1,4,3,12,4,2,0,1.894736842105263,5,1,44,15,1,36-50,other,0.0,0.0,0.0
28,31,1,180.2,180.2,180.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1,1,14,0,1,0-18,0,0.0,0.0,0.0
29,32,2,349.155,349.155,592.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,1,1,31,16,1,19-35,other,0.0,0.0,0.0
30,33,6,263.86,78.57,1201.92,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,1,1,0,0,1,0-18,0,0.0,0.0,0.0
31,34,87,91.6132183908046,61.01,330.0,5,7,0,0,0,1,0,2,5,4,5,4,12,3,0,2,9,6,5,5,7,1,0,4,2.289473684210526,8,2,18,7,0,19-35,7,0.0,0.0,0.0
32,36,1,100.11,100.11,100.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1,2,0,0,0,0-18,0,0.0,0.0,0.0
33,37,5,38.606,30.0,71.97,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1.0,1,1,0,0,1,0-18,0,0.0,0.0,0.0
34,38,179,105.86810055865921,61.5,1030.0,0,0,0,0,0,17,2,4,3,5,9,2,2,7,9,15,18,17,27,22,15,4,1,0,2.9344262295081966,9,2,0,13,0,0-18,other,0.0,0.0,0.0
35,39,81,256.6007407407407,203.64,1005.0,1,5,0,0,0,0,0,1,1,9,3,9,8,5,0,11,5,3,1,4,6,1,4,4,2.1315789473684212,8,1,19,0,1,19-35,0,0.0,0.0,0.0
36,40,4,1957.995,1811.995,3004.62,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.0,1,1,38,17,1,36-50,other,0.5,0.25,0.0
37,41,126,98.6570634920635,60.0,729.88,11,15,5,1,0,0,1,1,6,4,8,5,12,4,9,7,3,5,4,4,6,7,5,3,1.8529411764705883,8,1,14,0,1,0-18,0,0.0,0.0,0.0
38,42,3,69.64999999999999,55.8,123.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1.5,2,1,14,0,1,0-18,0,0.0,0.0,0.0
39,43,46,95.29913043478261,73.75,450.0,0,0,0,0,0,0,0,5,0,0,1,3,3,12,3,0,4,1,3,4,7,0,0,0,2.0,8,2,44,0,0,36-50,0,0.0,0.0,0.0
40,44,20,420.784,290.0,1191.68,0,0,0,0,0,0,0,1,0,1,1,2,4,3,2,3,0,1,1,0,0,1,0,0,1.4285714285714286,3,2,33,8,0,19-35,8,0.0,0.0,0.0
41,45,47,274.37170212765955,228.0,706.26,0,0,0,0,0,0,0,0,1,5,7,3,2,11,2,0,0,2,1,0,1,6,6,0,1.88,6,1,33,18,1,19-35,other,0.0,0.0,0.0
42,47,4,63.5075,55.0,110.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1.0,1,1,37,0,1,36-50,0,0.0,0.0,0.0
43,48,131,78.60832061068703,40.05,718.92,3,0,1,0,0,0,1,5,17,10,9,7,3,3,2,4,1,4,7,11,14,13,8,8,1.8450704225352113,8,2,16,0,0,0-18,0,0.0,0.0,0.0
44,49,2,181.57,181.57,213.14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,1,57,20,1,51+,other,0.0,0.0,0.0
45,50,11,281.5890909090909,205.0,882.48,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,1,0,0,2,2,0,1.1,2,1,41,21,1,36-50,21,0.0,0.0,0.0
46,51,4,655.8325,517.49,1198.35,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1,1,29,7,1,19-35,7,0.0,0.0,0.0
47,52,8,466.02375,361.23,1037.96,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,1,0,0,1.1428571428571428,2,1,50,18,1,51+,other,0.0,0.0,0.0
48,54,12,154.70916666666668,90.0,375.0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,1,1,1,2,1,0,0,0,1.2,2,2,31,22,0,19-35,other,0.0,0.0,0.0
49,55,4,182.07,45.14,608.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,1,22,0,1,19-35,0,0.0,0.0,0.0
50,56,2,290.0,290.0,300.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,30,23,1,19-35,other,0.0,0.0,0.0
51,57,8,541.0425,488.075,840.0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,0,0,0,1,0,0,0,0,1.3333333333333333,2,2,29,24,0,19-35,other,0.0,0.0,0.0
52,58,27,93.85222222222222,60.0,270.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,0,1,2,0,0,5,12,2.076923076923077,5,1,36,25,1,36-50,25,0.0,0.0,0.0
53,59,5,95.896,90.0,142.5,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2,1,20,3,1,19-35,3,1.0,0.0,0.0
54,60,87,77.376091954023,55.0,437.25,3,0,0,0,0,2,6,8,3,2,5,5,4,4,2,2,2,12,3,11,2,2,7,2,2.289473684210526,9,2,31,26,0,19-35,other,0.0,0.0,0.0
55,61,3,114.44333333333334,90.0,193.33,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,52,27,1,51+,other,0.0,0.0,0.0
56,62,8,119.0325,61.5,467.86,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,1,1,1,0,0,0,0,1.0,1,2,17,0,0,0-18,0,0.0,0.0,0.0
57,63,147,200.24591836734695,147.0,3310.95,0,0,0,0,6,6,6,7,3,6,9,7,4,6,3,8,11,22,13,13,10,5,2,0,2.5344827586206895,9,1,37,0,1,36-50,0,0.46258503401360546,0.0,0.0
58,64,90,139.16755555555557,106.0,705.0,5,6,0,0,0,2,2,3,5,1,3,2,5,6,5,3,10,4,4,1,3,6,12,2,1.7307692307692308,7,2,21,0,0,19-35,0,0.0,0.0,0.0
59,65,31,60.722903225806455,40.5,215.56,1,0,0,0,0,0,0,4,3,4,1,0,1,1,3,0,2,1,1,1,2,4,2,0,1.2916666666666667,3,2,19,0,0,19-35,0,0.0,0.0,0.0
60,67,31,140.248064516129,78.0,697.46,2,4,2,0,2,0,2,3,0,1,0,3,1,0,0,0,1,0,1,2,1,0,0,6,1.9375,7,2,111,0,0,51+,0,0.0,0.0,0.0
61,68,30,247.411,176.0,1553.78,1,3,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,11,1,0,0,1,5,1,1.6666666666666667,9,2,18,28,0,19-35,other,0.0,0.0,0.0
62,69,105,78.92228571428572,50.0,487.28,1,5,0,0,0,0,0,1,0,2,3,8,5,7,6,6,4,8,14,11,5,14,3,2,2.625,7,2,19,0,0,19-35,0,0.0,0.0,0.0
63,71,86,144.28302325581396,131.5,360.2,1,3,0,3,2,1,3,0,2,6,6,3,3,5,4,5,4,8,5,3,2,8,6,3,2.097560975609756,10,1,19,19,1,19-35,19,0.0,0.0,0.0
64,72,15,170.446,76.68,991.83,1,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,2,1,2,2,0,1.3636363636363635,3,1,21,4,1,19-35,other,0.0,0.0,0.0
65,73,3,218.60666666666668,219.98,308.16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,1,2,60,30,0,51+,other,1.0,0.3333333333333333,0.0
66,74,2,34.735,34.735,39.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.0,2,1,23,31,1,19-35,other,0.0,0.0,0.0
67,75,7,95.97428571428573,92.54,131.4,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1.0,1,1,24,32,1,19-35,other,0.0,0.0,0.0
68,76,26,270.4823076923077,177.03,1339.75,0,0,0,0,0,1,0,0,0,1,3,1,3,1,1,2,0,1,1,2,3,4,2,0,1.1818181818181819,2,1,16,33,1,0-18,other,0.0,0.0,0.0
69,77,12,178.40833333333333,60.629999999999995,720.0,0,3,0,0,0,0,0,0,0,0,2,0,1,1,1,3,0,0,0,0,1,0,0,0,2.0,5,2,29,3,0,19-35,3,0.8333333333333334,0.5833333333333334,0.0
70,78,241,194.08373443983402,134.77,1453.65,0,0,0,12,18,17,20,28,12,4,4,15,8,20,10,17,12,13,15,7,2,6,0,1,2.9036144578313254,11,2,44,34,0,36-50,other,0.0,0.0,0.0
71,79,22,96.10045454545455,54.945,352.65,0,0,0,0,0,0,0,0,5,2,1,1,2,1,4,2,0,0,1,0,3,0,0,0,1.1578947368421053,3,1,32,35,1,19-35,other,0.0,0.0,0.0
72,80,13,138.96615384615384,65.0,540.0,1,0,0,0,0,1,0,0,2,0,0,1,1,0,0,1,1,0,1,0,1,2,0,1,1.4444444444444444,4,2,100,36,0,51+,other,0.6923076923076923,0.6153846153846154,0.46153846153846156
73,81,203,171.13906403940888,105.0,2275.74,25,16,7,7,1,1,3,8,9,13,5,7,9,9,8,10,8,4,10,4,8,6,9,16,3.274193548387097,17,2,37,37,0,36-50,other,0.7832512315270936,0.0,0.0
74,82,21,233.19666666666666,210.0,865.92,0,1,0,0,0,0,1,1,1,0,2,2,1,0,0,2,3,0,2,0,0,2,3,0,1.3125,3,2,23,0,0,19-35,0,0.0,0.0,0.0
75,83,172,124.08308139534884,93.03,1030.0,1,0,3,0,0,0,2,12,34,12,13,10,6,9,12,6,10,6,2,4,12,8,6,4,3.1272727272727274,10,2,30,3,0,19-35,3,0.9302325581395349,0.9069767441860465,0.8372093023255814
76,84,168,110.81148809523809,60.0,2287.58,4,3,0,0,1,0,3,5,5,8,7,7,9,8,8,2,6,7,7,7,20,18,18,15,2.5846153846153848,7,2,16,17,0,0-18,other,0.0,0.0,0.0
77,85,6,388.18333333333334,260.0,1205.0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1.5,3,1,26,0,1,19-35,0,0.0,0.0,0.0
78,86,41,259.3924390243902,180.0,1183.64,0,0,0,0,0,0,0,1,4,10,5,4,1,3,3,2,3,1,0,0,2,1,1,0,1.9523809523809523,5,2,14,0,0,0-18,0,0.0,0.0,0.0
79,87,21,85.55761904761906,80.0,240.0,3,0,1,0,0,0,0,0,0,1,7,0,1,0,1,2,1,1,1,2,0,0,0,0,2.625,5,1,19,38,1,19-35,other,0.0,0.0,0.0
80,88,8,80.815,50.760000000000005,270.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,1,0,0,0,1.6,4,1,17,0,1,0-18,0,0.0,0.0,0.0
81,89,51,171.36705882352945,36.78,2973.36,6,0,1,1,2,0,1,2,2,6,3,1,4,1,3,0,2,4,1,3,5,0,3,0,1.3076923076923077,3,1,17,0,1,0-18,0,0.49019607843137253,0.0,0.0
82,92,27,108.46148148148148,89.6,300.0,0,0,0,0,3,3,4,3,1,0,4,1,3,2,1,0,0,0,0,2,0,0,0,0,1.2857142857142858,3,2,46,39,0,36-50,other,0.0,0.0,0.0
83,93,16,142.414375,126.3,360.0,2,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1,0,1,2,3,0,1.2307692307692308,2,1,25,25,1,19-35,25,0.875,0.75,0.625
84,94,3,1349.02,1103.25,2697.81,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1,1,35,40,1,36-50,other,0.0,0.0,0.0
85,95,4,74.02250000000001,71.045,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1.0,1,1,15,0,1,0-18,0,0.0,0.0,0.0
86,97,6,925.5300000000001,1056.795,1373.97,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1.0,1,1,33,41,1,19-35,other,0.0,0.0,0.0
87,98,91,146.24516483516484,105.0,693.5,0,0,0,0,0,3,5,5,3,8,3,8,4,4,1,6,6,7,4,12,6,2,1,3,1.75,6,1,15,0,1,0-18,0,0.0,0.0,0.0
88,99,23,78.30695652173912,30.03,375.0,2,2,0,0,0,1,3,3,2,0,0,1,0,1,0,0,2,2,0,0,0,1,2,1,1.4375,4,2,19,0,0,19-35,0,0.0,0.0,0.0
89,101,88,166.7930681818182,123.72,944.32,0,1,0,0,0,1,2,3,5,2,3,1,7,9,5,7,1,2,8,5,12,9,3,2,1.76,6,2,25,13,0,19-35,other,0.20454545454545456,0.0,0.0
90,102,80,143.33875,105.0,705.0,4,0,0,0,1,2,3,1,0,1,0,3,1,0,1,1,0,0,5,11,6,15,10,15,1.7391304347826086,4,1,40,42,1,36-50,other,0.5,0.0625,0.0125
91,103,444,138.82905405405404,84.85,2863.79,47,6,2,4,0,1,1,30,21,15,16,27,21,23,27,27,11,43,33,7,15,17,16,34,5.766233766233766,27,1,25,43,1,19-35,other,0.5878378378378378,0.5630630630630631,0.5112612612612613
92,104,150,243.22706666666664,173.93,1988.72,8,5,1,1,1,4,6,10,5,9,10,12,3,7,6,7,2,7,2,14,6,12,11,1,2.7777777777777777,14,2,36,44,0,36-50,other,0.0,0.0,0.0
93,105,6,133.46666666666667,65.0,381.92,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1.0,1,1,47,45,1,36-50,other,0.0,0.0,0.0
94,106,4,42.0,39.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1.0,1,1,17,46,1,0-18,other,0.0,0.0,0.0
95,108,6,293.59999999999997,187.495,831.6,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1.2,2,2,31,0,0,19-35,0,0.0,0.0,0.0
96,109,92,240.44119565217392,177.89999999999998,1141.35,2,2,0,2,0,2,4,4,5,5,2,4,4,2,4,3,1,8,6,12,4,9,4,3,1.9574468085106382,8,2,36,0,0,36-50,0,0.8695652173913043,0.6630434782608695,0.5217391304347826
97,110,8,76.7325,65.0,171.0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1.0,1,2,24,47,0,19-35,other,0.0,0.0,0.0
98,111,57,201.29087719298246,120.0,715.92,1,0,0,0,0,0,2,2,9,4,3,1,1,8,6,5,3,4,2,0,0,1,5,0,2.4782608695652173,8,1,27,48,1,19-35,other,0.0,0.0,0.0
99,112,1,221.0,221.0,221.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,2,38,49,0,36-50,other,0.0,0.0,0.0
100,113,109,94.47431192660551,70.0,306.0,0,6,0,0,5,7,5,4,7,9,4,11,6,3,3,6,2,4,2,6,3,9,5,2,1.9464285714285714,6,2,35,0,0,36-50,0,0.0,0.0,0.0
101,114,145,75.94606896551724,45.0,480.0,1,3,2,1,0,0,0,2,11,12,15,17,13,10,3,10,12,9,3,3,3,6,7,2,2.265625,7,2,18,50,0,19-35,other,0.0,0.0,0.0
102,115,6,131.0,105.5,205.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1.0,1,2,16,0,0,0-18,0,0.0,0.0,0.0
103,116,100,103.4625,76.535,543.57,6,4,2,0,0,2,0,4,4,3,13,5,1,5,3,5,3,4,6,1,8,5,4,12,2.0833333333333335,11,1,14,51,1,0-18,other,0.0,0.0,0.0
104,117,46,287.5921739130435,195.26,2598.07,0,0,0,0,5,5,1,1,2,0,1,2,0,3,2,2,8,3,5,2,2,2,0,0,1.4375,5,2,31,52,0,19-35,other,0.5652173913043478,0.43478260869565216,0.34782608695652173
105,118,114,140.0940350877193,72.66,912.0,4,0,0,0,0,0,0,1,9,10,7,5,3,5,7,11,10,0,1,1,7,11,13,9,1.9,6,1,28,0,1,19-35,0,0.0,0.0,0.0
106,119,7,37.51857142857143,30.94,55.36,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1.0,1,2,54,53,0,51+,other,0.0,0.0,0.0
107,120,36,47.64277777777778,30.18,182.82,0,0,0,0,0,0,5,10,2,0,0,0,3,0,2,2,0,2,3,0,0,6,1,0,1.2413793103448276,3,2,28,54,0,19-35,other,0.0,0.0,0.0
108,121,4,195.225,100.45,490.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.3333333333333333,2,2,24,55,0,19-35,other,0.0,0.0,0.0
109,122,105,102.5209523809524,63.65,829.35,8,7,8,2,2,2,0,1,2,0,2,8,11,3,4,7,3,2,6,4,2,6,9,6,1.9444444444444444,8,1,15,8,1,0-18,8,0.0,0.0,0.0
110,123,39,155.04282051282053,140.43,390.0,0,0,0,0,0,0,1,3,1,2,3,0,0,2,2,1,1,1,3,2,7,6,4,0,1.2580645161290323,3,1,40,56,1,36-50,other,0.0,0.0,0.0
111,124,38,433.4605263157895,352.54999999999995,1892.7,0,0,0,0,0,5,1,1,3,0,2,0,0,0,1,1,2,3,3,1,8,4,3,0,1.3571428571428572,3,1,43,3,1,36-50,3,0.0,0.0,0.0
112,125,2,38.629999999999995,38.629999999999995,47.26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,34,57,1,19-35,other,0.0,0.0,0.0
113,126,8,75.80375000000001,70.5,143.43,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1.3333333333333333,2,1,16,0,1,0-18,0,0.0,0.0,0.0
114,127,20,80.334,65.525,257.1,3,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,1,2,2,3,0,1.3333333333333333,4,2,33,47,0,19-35,other,0.0,0.0,0.0
115,128,42,96.65666666666667,75.0,690.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,3,0,1,9,10,6,0,4.2,15,1,26,3,1,19-35,3,0.9523809523809523,0.8571428571428571,0.5476190476190477
116,129,4,107.95,50.9,300.0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1.3333333333333333,2,1,14,58,1,0-18,other,0.0,0.0,0.0
117,130,3,242.95666666666662,284.78,414.09,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,15,0,1,0-18,0,0.0,0.0,0.0
118,131,17,180.93058823529412,134.25,540.5,0,0,0,0,3,1,1,1,4,0,0,0,1,1,1,0,2,1,1,0,0,0,0,0,1.1333333333333333,2,2,15,0,0,0-18,0,0.0,0.0,0.0
119,132,162,205.64382716049386,155.82999999999998,1553.16,18,7,4,5,0,0,1,1,1,2,3,2,13,7,7,9,6,8,4,8,9,13,19,15,3.0,14,2,21,3,0,19-35,3,0.6975308641975309,0.14814814814814814,0.0
120,133,252,93.31948412698412,60.0,955.0,1,0,0,0,8,8,15,6,10,16,6,7,7,10,22,12,32,32,38,18,2,0,0,2,3.3157894736842106,14,1,20,59,1,19-35,other,0.0,0.0,0.0
121,134,8,327.62,185.0,1405.77,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1.3333333333333333,2,1,25,60,1,19-35,60,0.75,0.0,0.0
122,135,35,277.69628571428575,229.3,815.78,2,1,1,0,0,0,0,6,3,4,1,2,0,1,2,1,1,0,1,0,2,1,1,5,2.0588235294117645,5,2,30,61,0,19-35,other,0.0,0.0,0.0
123,136,73,174.7308219178082,151.46,660.0,1,2,0,0,1,2,3,5,2,6,3,3,7,6,3,3,5,1,3,1,8,3,4,1,1.489795918367347,4,2,31,62,0,19-35,other,0.0,0.0,0.0
124,137,25,47.1492,36.23,126.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5,2,1,4,5,3,1,1,0,1.5625,6,1,22,63,1,19-35,other,0.0,0.0,0.0
125,138,7,528.1628571428571,324.0,1103.55,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,2,0,0,0,0,1.1666666666666667,2,1,0,64,1,0-18,other,0.42857142857142855,0.2857142857142857,0.14285714285714285
126,139,6,374.9866666666667,297.5,933.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,1.2,2,2,52,15,0,51+,other,0.0,0.0,0.0
127,141,35,50.38885714285715,40.11,180.0,0,1,0,1,0,1,0,0,4,1,5,1,1,2,1,4,4,1,0,1,2,0,2,3,1.206896551724138,2,1,22,65,1,19-35,other,0.0,0.0,0.0
