Id,Pred
279,-0.004479836
280,-0.025016392
281,0.030998228
282,-0.0087915715
283,0.14701134
284,-0.0034394725
285,-0.008913853
286,-0.008484188
287,0.004339165
288,-0.0025314956
289,0.022641756
290,0.007000517
291,-0.0021233598
292,0.02391878
293,0.02234923
294,-0.0061216285
295,-0.006085386
296,0.00043947244
297,-0.0012535244
298,0.0011207884
299,0.0003258424
300,-0.0012159179
301,0.0013482067
302,0.0010975383
303,0.004452102
304,0.035197128
305,-0.004312791
306,0.009470223
307,0.0015244199
308,0.028973514
309,-0.002171326
310,0.0026126315
311,-0.0045494335
312,-0.00018377503
313,2.0539219e-05
314,-0.0049232286
315,0.00052167044
316,0.02311716
317,0.023399377
318,0.0010135724
319,7.8543046e-05
320,0.030663013
321,0.024013275
322,0.0010485803
323,-0.00016677914
324,-0.0066615953
325,-0.012578551
326,0.00066935905
327,-0.0014674236
328,-0.0035453893
329,-0.0043425746
330,0.004369068
331,0.0007344857
332,0.0016086876
333,0.00029409415
334,-0.00483364
335,0.0010624086
336,0.0011403227
337,0.003257388
338,0.00413065
339,0.0015032789
340,-0.0015492718
341,0.0058251848
342,0.00086534716
343,-0.003960434
344,0.0008631732
345,-0.0004200721
346,-7.2585035e-06
347,-0.00031189012
348,0.006263499
349,0.0003426379
350,0.0050569265
351,0.0014309864
352,0.00061856786
353,0.004128242
354,0.0007381891
355,0.0016915444
356,-0.0014564632
357,0.0027103971
358,0.002021645
359,0.00021734156
360,-0.002845593
361,-0.00020683167
362,0.0010875579
363,-0.0033560335
364,-0.0031866862
365,-0.0007315268
366,0.00055930426
367,0.0014448577
368,-0.012025995
369,0.0048976433
370,-0.0016010524
371,0.0006237586
372,0.0012188429
373,-0.00050067314
374,-0.0038328308
375,0.002611833
376,-0.0015751905
377,0.001507591
378,0.003151016
379,0.0010857134
380,-0.0028128386
381,-0.00043243467
382,-0.0010658487
383,0.002920236
384,0.0009816155
385,0.0021115222
386,0.0009210448
387,-0.0012379944
388,0.008458039
389,-0.00014920901
390,0.0005117376
391,-0.004549714
392,0.001280198
393,-0.0013742099
394,-0.0017561466
395,0.0016845315
396,0.0006818086
397,0.0016601722
398,-0.0035831172
399,2.6952843e-05
400,-0.00046443444
401,-0.0012982537
402,0.0020916816
403,0.00020955148
404,0.0006828592
405,-0.00053209794
406,-0.005329413
407,-4.1528083e-06
408,0.0010085771
409,0.0026025276
410,0.0037842917
411,0.0010512612
412,-0.0021359932
413,0.0053352355
414,3.9154693e-05
415,-0.0049434034
416,-0.00050510635
417,-0.00078557787
418,-0.0001729897
419,-0.0006582466
420,0.0053770533
421,-0.00010147545
422,0.004179125
423,0.0011971185
424,0.00031145837
425,0.0032231053
426,0.00024099479
427,0.0018100748
428,-0.0015991791
429,-0.0005412671
430,0.00098464
431,-0.0005267156
432,-0.0038215143
433,-0.0010784279
434,0.0003433565
435,-0.004100228
436,-0.0027963794
437,-0.0005448601
438,0.00014635501
439,0.00070790754
440,-0.012929885
441,0.004357669
442,-0.001947406
443,-7.565333e-05
444,0.0011861707
445,-0.0010131829
446,-0.0036054135
447,0.0026205133
448,-0.0019469662
449,0.0011327661
450,0.0025423693
451,0.00075054343
452,-0.004876417
453,-0.00020501674
454,-0.0012065029
455,0.0029006782
456,0.00091623154
457,0.0021003217
458,0.0011244111
459,-0.0015772384
460,0.008081736
461,-0.00058174186
462,0.0008486446
463,-0.004390433
464,0.0015280185
465,-0.0010865376
466,-0.0016546585
467,0.0013355904
468,0.00091992976
469,0.0016470965
470,-0.0033557003
471,-0.00014242953
472,-0.00039673125
473,-0.0011836111
474,0.0022935916
475,-0.0069083194
476,-0.00727964
477,0.0198208
478,-0.0027603852
479,-0.008003898
480,-0.002130861
481,-0.002941779
482,0.0049566245
483,0.00094912335
484,0.0060949135
485,0.02364577
486,0.0011286321
487,0.011732827
488,0.0051856963
489,0.00088461215
490,-0.00075647753
491,0.0022772131
492,0.004590552
493,-0.0025637732
494,0.003931198
495,0.0018095716
496,-0.0026820018
497,0.00868294
498,-0.003428519
499,0.00048777057
500,-0.004731326
501,-0.0017161825
502,-0.0035956001
503,-0.0034632613
504,-0.004806434
505,-0.0038067729
506,0.006728019
507,0.017639743
508,0.006655412
509,0.0004884916
510,0.011245746
511,0.01751903
512,0.0038380278
513,-0.0020683834
514,-0.0027684143
515,-0.0047370144
516,-0.0011199065
517,-0.0029694163
518,-0.006088759
519,0.0021373683
520,-0.00022720304
521,0.0015127052
522,-0.003639493
523,0.0066633597
524,0.0042592175
525,0.002774345
526,-0.0011455368
527,0.004405459
528,0.0063770683
529,0.004218414
530,-0.0005737763
531,0.002526471
532,-0.003444774
533,0.008783457
534,0.004132668
535,0.0048847594
536,-0.001156312
537,0.0065255626
538,0.006547235
539,0.06597542
540,0.009946081
541,0.022811009
542,0.018683549
543,0.03363322
544,-0.0023883064
545,0.018161355
546,0.0008874036
547,0.0023800847
548,-0.00485585
549,0.0033474227
550,0.0022377688
551,-0.001590896
552,0.0029370028
553,0.0016559697
554,0.007242659
555,0.010532851
556,0.008165474
557,0.008606114
558,-0.00083779363
559,0.0038468572
560,0.0019579593
561,0.0070879315
562,0.014247113
563,0.018937886
564,0.014740628
565,0.0060838275
566,-0.0042773457
567,0.0026539932
568,-0.002341444
569,0.00091236195
570,0.020170009
571,0.00883164
572,-0.0017096518
573,0.0011382917
574,-0.005067671
575,0.000124247
576,0.010408801
577,0.004280993
578,0.026332106
579,-0.0020417508
580,-0.0026055665
581,-0.0027319798
582,-0.0003704666
583,-0.002047316
584,-0.0014534479
585,-0.0020702763
586,-0.0025045616
587,-0.00036847897
588,-0.0022167172
589,0.0053764437
590,-0.00021870257
591,-0.0013773796
592,0.015084064
593,-0.004376929
594,0.0004884916
595,-0.00016604752
596,0.0011214435
597,-0.0026141177
598,-0.0024681548
599,-0.00014222976
600,-0.0016462117
601,0.0032369806
602,0.004015503
603,0.0038999629
604,0.0042590196
605,0.003990455
606,0.019423727
607,0.0026270368
608,0.005597621
609,0.0042207236
610,0.03877149
611,0.0041346457
612,0.0028116836
613,-0.0073458184
614,-0.018607516
615,0.0022199862
616,0.002509273
617,-0.0077318917
618,-0.018377092
619,-0.008851943
620,-0.00064223795
621,0.002598592
622,0.007414962
623,0.018312741
624,0.024208779
625,0.013048922
626,0.046414837
627,0.03754682
628,0.037646707
629,0.0202573
630,0.0281138
631,0.0037363
632,0.0016104179
633,0.022811009
634,0.014431345
635,-0.0061131474
636,-0.0030129345
637,0.001210822
638,0.001751592
639,-0.005126432
640,0.05317999
641,-0.00020277384
642,0.0006629139
643,-0.00081869203
644,0.0011576249
645,-0.0022041213
646,0.00015117065
647,-0.0036594411
648,0.000608637
649,-0.0021882185
650,-0.0004858748
651,0.0020621838
652,-0.0010743181
653,0.00017047647
654,0.00047000067
655,-0.0053688614
656,0.006474614
657,0.012795054
658,0.0030411826
659,0.012117281
660,0.012182424
661,-0.0047751325
662,-0.00077622035
663,0.014819604
664,0.05543228
665,0.0028902204
666,-0.0022709952
667,-0.0042000157
668,0.028558305
669,-0.0043335822
670,0.0001943042
671,-0.0017725634
672,0.031882774
673,0.0046140733
674,0.02610196
675,-0.00516982
676,0.0012951437
677,0.005074296
678,0.004796469
679,0.0029146608
680,-0.0053436225
681,-0.013631989
682,0.0069617354
683,-0.00093421666
684,-2.4788073e-06
685,-0.0007039496
686,-0.0037670252
687,-0.000113708375
688,-0.0035477385
689,0.0032081052
690,-0.004195985
691,-0.009765981
692,-0.0037201487
693,0.0007431295
694,0.0010031488
695,0.0021251312
696,-0.0014074075
697,0.0060989466
698,-0.005567443
699,-2.3907078e-05
700,-0.00068667997
701,0.002543575
702,-0.0089405915
703,0.00096085004
704,0.0009507834
705,0.0022191815
706,-0.0013941345
707,0.0061122207
708,-0.005529977
709,8.8194305e-05
710,-0.0006734063
711,0.0026020068
712,0.0029295885
713,0.0130329905
714,0.002801745
715,0.013882459
716,-0.0026219683
717,0.008269309
718,0.0027499516
719,-0.0009073205
720,-0.0011780433
721,0.0042100367
722,0.0061077005
723,0.008978224
724,0.008292392
725,0.004952516
726,0.024283811
727,-0.002415045
728,0.005891942
729,-0.0009149749
730,-0.0025579296
731,0.012638359
732,0.0027539888
733,0.0057268185
734,0.03416097
735,-0.00071863335
736,0.0024785486
737,0.0008761189
738,0.009958446
739,0.0011031925
740,0.0056105526
741,0.029324403
742,0.070463404
743,0.06817133
744,0.07037958
745,0.0062074387
746,0.0042971964
747,0.007297088
748,0.015510469
749,-0.0060035517
750,-0.0053622606
751,-0.0047306325
752,-0.005032182
753,-0.0042762235
754,-0.0031580045
755,-0.007061023
756,-0.00012594266
757,-0.0070976736
758,-0.0022455016
759,-0.004742003
760,-0.0024364956
761,0.014038497
762,0.0041539352
763,0.021000724
764,0.00046533608
765,0.00029535245
766,-0.002979393
767,0.003539943
768,-0.0011649518
769,0.00036843587
770,-0.010291561
771,-0.000814914
772,-0.0015092696
773,-0.0019144415
774,-0.0022618095
775,0.0009277041
776,-1.0179864e-05
777,0.00048511842
778,-0.0020608115
779,0.00017819533
780,0.0049765366
781,0.00046838634
782,-0.00038542904
783,-0.00020848017
784,0.0005670073
785,-0.0035850313
786,0.026976883
787,0.001739318
788,-0.012734655
789,-0.00019927077
790,0.00063203496
791,0.00029252004
792,-0.0025213405
793,-0.0014590403
794,-0.0046220766
795,-0.0016899429
796,-0.0015590888
797,0.0065396167
798,-0.00093753304
799,0.0004361401
800,-0.009496601
801,-0.0004373393
802,-0.0015746545
803,-0.0021308858
804,-0.0021213018
805,0.00094918866
806,0.00035825022
807,0.0005324236
808,0.00032018553
809,0.00026170918
810,0.0049567427
811,0.00068751903
812,-0.00018576044
813,-1.96074e-06
814,0.0005921357
815,-0.003316262
816,0.029589841
817,0.0023027153
818,-0.012232577
819,-5.2993064e-06
820,-0.0002869638
821,0.0005359872
822,-0.0023012694
823,-0.0005989846
824,-0.004044012
825,-0.003576856
826,-0.006385347
827,0.0005708056
828,-0.009187283
829,-0.0020894408
830,-0.01438847
831,-0.0036744003
832,-0.0038506011
833,0.0020140223
834,0.0037462527
835,0.04013745
836,-0.01788468
837,-0.0064273933
838,-0.00392629
839,-0.00692603
840,-0.010911246
841,0.0031088495
842,-0.002609938
843,-0.011852474
844,-0.013845675
845,0.001259406
846,0.0038531774
847,-0.0013932146
848,-0.0071114334
849,0.0028816306
850,-0.0021204397
851,0.0032505416
852,-0.011978082
853,-0.0027808882
854,0.00074799306
855,-0.004027771
856,0.0017456934
857,-0.0019356249
858,0.0034502118
859,-0.011976095
860,-0.00255347
861,0.00179146
862,-0.0034985133
863,0.02152531
864,0.011385882
865,0.0072021782
866,-0.0015397662
867,-0.0016943695
868,0.000262358
869,0.002897357
870,0.025209133
871,0.00082126935
872,-0.0034803678
873,-0.0016943695
874,0.0107377255
875,0.011344566
876,0.0016755782
877,0.0025213184
878,0.0029313844
879,0.0019877828
880,0.004572303
881,0.009792968
882,0.020597627
883,0.0016597877
884,0.004496587
885,-0.008234601
886,-0.007282027
887,-0.012054958
888,-0.0071874503
889,-0.00025692105
890,-0.0014921295
891,1.2693029e-05
892,0.002508217
893,-0.0012035441
894,0.00064631563
895,-0.0010764024
896,0.00047374162
897,0.0034893346
898,-0.005166007
899,0.0004211405
900,-0.00071179675
901,0.0006330223
902,0.0035517751
903,-0.00389669
904,0.00091355445
905,0.013407336
906,0.022677654
907,0.012681593
908,0.032326695
909,0.00086958887
910,-0.00075781543
911,-0.0034944203
912,0.014829146
913,0.0011491474
914,0.0059371474
915,-0.0009844257
916,0.02217858
917,0.000797843
918,0.012143412
919,-0.00066970603
920,-0.00038315388
921,-5.8107e-05
922,0.0022070303
923,0.004389459
924,0.008391761
925,0.013987308
926,0.009421039
927,0.0025405213
928,0.002884215
929,0.008102027
930,0.014663628
931,0.020422503
932,0.03835064
933,0.044951454
934,0.055773705
935,0.16992798
936,-0.0025920125
937,-0.000943505
938,-0.0038049908
939,0.0012099307
940,0.001994639
941,0.004237567
942,0.013111649
943,4.0024304e-05
944,0.019101845
945,0.011242148
946,0.00066515536
947,-0.009784944
948,-0.0069292523
949,-0.0033383642
950,-0.009784944
951,-0.04939534
952,-0.021282189
953,-0.026706472
954,-0.021120064
955,-0.011780766
956,0.014357234
957,-0.0055872374
958,0.0047302875
959,-0.0037099628
960,-0.0017682586
961,-0.0030312496
962,-0.013668384
963,-0.011607605
964,-0.0114881145
965,-0.010888814
966,-0.0046916055
967,0.011513161
968,0.009996338
969,0.058294665
970,0.048574068
971,0.00840763
972,0.01004614
973,0.107053444
974,0.0151634915
975,0.019950083
976,0.025746632
977,0.17789583
978,0.24597788
979,0.2483771
980,0.342256
981,0.24815086
982,0.0018793197
983,0.109784506
984,0.09466777
985,0.026170693
986,0.09668474
987,0.056477766
988,0.0007118112
989,-0.0015936506
990,0.007295671
991,0.011082141
992,0.013298188
993,-0.008706797
994,-0.0070298444
995,-0.00878396
996,-0.006401671
997,-0.0030700497
998,-0.0013729794
999,0.016023902
1000,-0.0023873055
1001,-0.0004970681
1002,-0.0030746402
1003,0.0067237653
1004,-0.0028391774
1005,-0.0038856973
1006,-0.0013828897
1007,-2.3718474e-05
1008,-0.00250142
1009,-0.0006667538
1010,0.01599356
1011,-0.0018132008
1012,-0.0006368998
1013,-0.002938038
1014,0.006308863
1015,-0.012202701
1016,0.024867047
1017,0.015358467
1018,-0.0011865199
1019,0.06798435
1020,0.010102258
1021,-0.00022067636
1022,0.0013982058
1023,0.03526419
1024,-0.004744116
1025,0.023029787
1026,-0.003455613
1027,0.00666152
1028,0.0023889209
1029,0.0003834601
1030,0.0013582839
1031,-0.013498142
1032,-0.0011612086
1033,0.0028563144
1034,-0.0070669907
1035,0.07980249
1036,0.006566704
1037,0.015637591
1038,0.08215123
1039,0.0042952383
1040,0.0035016844
1041,0.007628507
1042,-0.004461695
1043,0.00069631723
1044,-0.0045024264
1045,0.0291245
1046,0.002109386
1047,0.011721802
1048,0.0011316618
1049,0.0025026146
1050,0.002866538
1051,0.00029381644
1052,-0.0026194302
1053,0.0019855534
1054,0.009987417
1055,0.010525133
1056,-0.003296019
1057,0.002109386
1058,0.0010800968
1059,0.002866538
1060,0.006825867
1061,0.0163473
1062,0.051440537
1063,0.025753694
1064,0.0006965552
1065,-0.002791069
1066,-0.00054451235
1067,0.0015613558
1068,0.0012974753
1069,-0.0023374946
1070,0.003596604
1071,-0.0031134398
1072,-0.00027553114
1073,0.030543381
1074,0.0038644637
1075,0.016176287
1076,0.01696993
1077,0.06687754
1078,2.4694575e-05
1079,0.001247847
1080,-0.0024774992
1081,-0.00032062703
1082,-0.0055300337
1083,-0.010374583
1084,-0.002606283
1085,-0.0035379976
1086,0.00032181825
1087,-0.004924772
1088,-0.009924277
1089,-0.00024277948
1090,-0.004215634
1091,-0.0015398059
1092,-0.0044639553
1093,-0.008726007
1094,0.19380772
1095,0.19014516
1096,0.17019373
1097,0.027518297
1098,0.20076992
1099,-0.00061349024
1100,0.004544668
1101,0.0027098823
1102,0.0049881553
1103,0.010979713
1104,0.026387015
1105,0.026773632
1106,0.024627423
1107,0.007613536
1108,0.015471469
1109,0.020863233
1110,0.15071163
1111,0.01818638
1112,0.10304827
1113,0.004093989
1114,0.008046368
1115,0.0036004751
1116,-0.0010689276
1117,0.0033238963
1118,0.0019613164
1119,0.009291882
1120,0.00796123
1121,-0.0015019919
1122,0.0041869977
1123,0.016141275
1124,0.0045124805
1125,-0.0032533328
1126,0.247144
1127,0.35304737
1128,0.33819827
1129,0.35263467
1130,0.11079832
1131,0.09176876
1132,0.13756506
1133,0.09844772
1134,0.088851966
1135,0.09558111
1136,0.0950007
1137,0.11648582
1138,0.07521044
1139,0.23464756
1140,0.21894506
1141,0.22694327
1142,0.11174358
1143,0.1143922
1144,0.0058260486
1145,0.0040158816
1146,0.08110492
1147,0.080140136
1148,0.077337295
1149,0.09300401
1150,0.068652816
1151,0.08630466
1152,-0.008292267
1153,-0.015325335
1154,-0.015192274
1155,-0.017134737
1156,-0.013549267
1157,-0.015618788
1158,-0.009479468
1159,-0.01750065
1160,-0.011488469
1161,-0.01278255
1162,-0.011211456
1163,-0.012466823
1164,-0.013623576
1165,-0.014359281
1166,-0.015417177
1167,-0.015587206
1168,-0.012592118
1169,-0.015002616
1170,-0.007552101
1171,0.008049984
1172,0.12996426
1173,0.1353794
1174,0.13597845
1175,0.2455193
1176,0.3459257
1177,0.34584668
1178,0.36353847
1179,0.3771098
1180,0.42493665
1181,0.3632873
1182,0.369999
1183,0.36381263
1184,0.3757385
1185,0.3764351
1186,0.34843794
1187,0.01031863
1188,-0.004323014
1189,0.010006213
1190,0.0058760415
1191,0.0038850147
1192,-0.00032404685
1193,0.0004084767
1194,0.00039239982
1195,-0.010924667
1196,0.0018723211
1197,-0.0058054687
1198,0.008084638
1199,0.0060971547
1200,0.004135279
1201,-0.0004412715
1202,0.00029335977
1203,0.00058274006
1204,0.0063350317
1205,0.008869347
1206,0.00012680396
1207,0.009047278
1208,0.0660364
1209,0.019115772
1210,0.0031515523
1211,0.011434089
1212,0.018965013
1213,0.018381007
1214,0.035654888
1215,0.019677406
1216,0.029845169
1217,0.0002006789
1218,-2.8518709e-05
1219,-0.0004837556
1220,7.034423e-05
1221,0.013128457
1222,0.0041091354
1223,0.00776714
1224,0.008484555
1225,-0.005349967
1226,0.009863749
1227,0.0042189113
1228,0.008386948
1229,0.018887047
1230,0.002012879
1231,-0.0036909229
1232,-0.005692213
1233,-0.0077954335
1234,-0.0005268077
1235,-0.0040192064
1236,0.020517737
1237,0.002295047
1238,-0.0029673888
1239,-0.0027937472
1240,-0.0014436344
1241,0.0055735353
1242,0.00034488054
1243,0.0004679409
1244,0.0022713493
1245,0.0009097296
1246,-4.607551e-05
1247,-0.0027794642
1248,-0.00019019637
1249,-0.0026404576
1250,0.0016763036
1251,0.0010694652
1252,-0.00010093745
1253,-0.002491702
1254,-5.585636e-05
1255,-0.0024811758
1256,0.0019352543
1257,-0.002400646
1258,-0.0020738214
1259,0.02211658
1260,-0.025935303
1261,0.041832108
1262,0.00073909294
1263,-0.0019035501
1264,0.00353
1265,-0.0006208942
1266,-0.004925149
1267,-0.002009765
1268,0.0015966472
1269,-0.0015925461
1270,0.0050210613
1271,-0.0015928261
1272,-0.0018594733
1273,0.005557933
1274,0.0030397275
1275,0.009810069
1276,-0.00018427335
1277,-0.00035933784
1278,-0.0038826568
1279,0.0023338955
1280,-0.0025685222
1281,-0.0031782754
1282,-0.002541742
1283,0.0069217673
1284,0.032794725
1285,0.0069678174
1286,-0.010551564
1287,0.003711207
1288,-0.008106345
1289,0.0044841254
1290,0.0131377
1291,0.014684064
1292,0.057984088
1293,0.0023269327
1294,-0.00046926434
1295,-0.0015056212
1296,-0.0010969436
1297,0.0013072124
1298,-0.00017645507
1299,-0.0012763538
1300,-0.0009843917
1301,-0.0047694785
1302,-0.005905289
1303,0.01590162
1304,0.03953917
1305,0.0017687535
1306,0.0016780527
1307,-0.0028483344
1308,-0.0062262956
1309,0.00095347216
1310,-0.00064255414
1311,0.0073698377
1312,0.017700206
1313,0.0018473488
1314,0.009810069
1315,0.00969397
1316,0.011675069
1317,-0.0021285804
1318,0.007386817
1319,0.009611806
1320,-0.0044357018
1321,0.0063245166
1322,-0.00070571824
1323,-0.0069361343
1324,-0.0018802583
1325,-0.0010554258
1326,-0.0015021677
1327,-0.0021308318
1328,-0.006259122
1329,-0.0006804309
1330,0.00984374
1331,-0.0015627929
1332,-0.002386349
1333,0.00038073809
1334,-0.0006920532
1335,-0.0028695653
1336,0.0054013166
1337,-0.00036955072
1338,-0.0010177089
1339,-0.0031673936
1340,0.02134061
1341,-0.0037018347
1342,-0.0019434963
1343,-0.002888337
1344,-0.0022598957
1345,0.006719077
1346,0.0007851826
1347,0.0018867543
1348,-0.002912302
1349,-0.0016573671
1350,-0.0013770144
1351,-0.0008704725
1352,0.00020069245
1353,-0.0010727077
1354,0.014379038
1355,-0.004997484
1356,-0.0046447143
1357,0.0068949535
1358,-1.7270784e-05
1359,-0.006583129
1360,-0.001449201
1361,-0.00049076276
1362,-0.0009276202
1363,-0.001699775
1364,-0.00579981
1365,-0.00028203186
1366,0.007798816
1367,-0.0012751201
1368,-0.0022480914
1369,0.00034943517
1370,0.00094681367
1371,-0.0012306981
1372,0.0055837296
1373,0.00026527
1374,-0.00032547407
1375,-0.0024650334
1376,0.022925166
1377,-0.0022430774
1378,-0.0007554736
1379,-0.0023793436
1380,-0.0015676604
1381,0.00437815
1382,0.0015376735
1383,0.00026850414
1384,-0.002023906
1385,-0.0012876616
1386,-0.0009826658
1387,-0.0004087115
1388,0.0010024159
1389,1.1541157e-05
1390,0.011989445
1391,-0.0044895355
1392,-0.004091269
1393,0.0062300614
1394,0.024915317
1395,0.00973918
1396,-0.003340297
1397,0.017019715
1398,-0.00525024
1399,0.009415514
1400,-0.01069061
1401,-0.003363822
1402,0.002171532
1403,0.016446188
1404,-0.0017651418
1405,0.011707244
1406,-0.0058454024
1407,-0.0009036862
1408,0.00057218503
1409,0.01669401
1410,-0.001236166
1411,0.011470322
1412,-0.0059824795
1413,-0.0008359823
1414,0.0012610578
1415,0.0052503073
1416,0.0006607498
1417,-0.000510753
1418,0.0027340087
1419,-0.006708786
1420,0.0023515366
1421,8.173097e-05
1422,0.0008031481
1423,0.0013244723
1424,0.0065067126
1425,0.01357438
1426,0.018504612
1427,0.0002015907
1428,0.00016413582
1429,-0.0024363413
1430,0.0019087341
1431,-0.0038703487
1432,-0.002253541
1433,0.0005971451
1434,-0.0005050395
1435,0.039393816
1436,0.0021221752
1437,0.0027262587
1438,0.014227132
1439,0.018498916
1440,0.00032323148
1441,0.00024697662
1442,-0.00217768
1443,0.0019453544
1444,-0.0036365315
1445,-0.0007955388
1446,0.0004071302
1447,-0.0002980562
1448,0.03957634
1449,0.0019459594
1450,0.0028784021
1451,0.01681779
1452,-0.00022602103
1453,0.0021444408
1454,-0.007530817
1455,0.0071592457
1456,-0.0079469755
1457,0.0031775278
1458,-0.0031554464
1459,-0.007743901
1460,-0.0064631873
1461,-0.0022055916
1462,-0.0050572227
1463,0.0024788105
1464,4.5381355e-05
1465,-0.005807441
1466,0.002706227
1467,0.0005497896
1468,0.002202034
1469,0.027778372
1470,0.021370407
1471,0.008205667
1472,0.010099662
1473,-0.006465465
1474,0.001158913
1475,0.0010292417
1476,-0.00207373
1477,0.000264324
1478,0.001694042
1479,-0.0045007435
1480,0.0003583089
1481,0.0019321643
1482,-0.0037719167
1483,-0.000999288
1484,0.0015100257
1485,-0.002054455
1486,0.002540304
1487,0.005937167
1488,-0.0052918
