,UID,nClick,nOpen,nSend
53,1C5090B9-701D-45CB-99C1-58FA5AE11BC8,0,1,0
54,B565FD91-4C1B-4ACA-BD20-5BAE4E286281,0,2,0
55,36E88BC2-1794-4199-AE87-5BBD050CFA79,0,4,0
56,94D12E94-4872-4304-97C8-5C6C85ED92F3,0,8,0
57,BC4AA994-9878-4B68-826B-5C9083BA2124,0,4,0
58,33449948-A389-4F3E-BDFB-5D3CBC557F02,0,2,0
59,C4B86F38-3C8D-41C7-83D4-5F7C826C4EF1,0,3,0
60,D0E9D185-64BF-4B78-857D-614D31AB5D9A,0,2,0
61,6232DC7D-5D43-4D3C-A357-65B324338858,0,2,0
62,850A36D1-D594-4283-AD71-66B4A4948109,0,1,0
63,1F1F1E0C-80F4-463D-94C6-66F4B58663D0,0,4,0
64,E4402C7C-E168-44D3-8FB8-67C903534ED8,0,4,0
65,FEA50AAD-8ECF-4D70-A8FA-6B2416A0ED0D,0,4,0
66,43842AE1-6724-40EB-AFEA-6C113FF252A8,0,2,0
67,2D16F236-A7D3-43E4-9D60-75DAA07931A6,0,3,0
68,CCD4C09E-CC8F-4000-B2B7-764403F2732C,0,1,0
69,88FB82A3-F54A-4AB4-8A2B-76961D57FEBB,0,4,0
70,444A1F77-4CAD-42AA-A633-7CEED7DCEA1E,0,2,0
71,44C078B3-93EF-4701-B775-7DE99245D6AD,0,5,0
72,0729E4E2-4DE9-475D-85C4-7E1627C28039,0,3,0
73,F6288561-0A09-422A-8CEE-8109A20504E7,0,4,0
74,B6C6C385-F6E3-45B0-AAEE-821FB7B12092,0,1,0
75,8498B3B9-55E2-4B20-B380-84B16BA23C20,1,1,0
76,F6DF0E4E-BC3D-4563-8D70-879AF547805C,0,2,0
77,0DB2CBC5-7156-42A5-8A23-8B960DBF150D,0,6,0
78,AEF6EDD0-E3AA-466C-A4F8-8C10BE3FA6D0,0,2,0
79,33CF03B4-F5BB-4108-891C-8D6051C0FDDB,0,8,0
80,202275B8-0330-4533-9F00-8E826C8824A5,0,2,0
81,E7629AD5-C860-46BB-A9B3-913E4C9B1F75,0,8,0
82,2AAC6570-6152-41E2-B693-96878C4ABE5B,0,2,0
83,41A79B90-FF19-4684-B94B-982974F7D93A,0,4,0
84,59D9F731-15D5-407A-B71D-98A94A84FAEC,0,1,0
85,33959567-7B11-49E7-86D3-9942AF46AA84,0,2,0
86,1CB11AA7-CFC1-4579-BC43-9950B51458B1,0,4,0
87,0EFDA0D1-4C13-4752-8C05-99D73BB2E955,0,4,0
88,48548226-BF96-4286-BDB0-9A70615B393E,0,8,0
89,3E336A02-B073-4AD1-90AE-9C07D469DE40,0,2,0
90,030F510B-E9B9-4DAC-B037-A031C3E4415D,0,8,0
91,E4DC048B-0A2E-42D9-909B-A3E96C34BECD,0,1,0
92,4B7101AF-FA06-4FC1-8B62-A8415C594EE8,0,2,0
93,2B2D9F4B-6352-4F90-9EFC-A85BA2171276,0,1,0
94,9EDD6C42-8EC8-4FF9-913C-A8CC1DAFBA2E,0,1,0
95,616AA2D0-0548-4726-8ECD-A9D26603586A,0,2,0
96,20373B11-0691-4693-9C72-A9D3C5E2C887,0,2,0
97,F48C5C7F-303F-4308-A59E-AA602254FB2F,0,8,0
98,B9509CB2-5BC2-4A69-A11D-AA659835C64B,0,2,0
99,3F5A6E88-43D5-4B4B-B3A8-AB9076C64D05,0,2,0
100,0CBCCAF3-300D-4273-BE97-ABA7A27D220F,0,6,0
101,EC080B88-B15F-462E-ABF1-ABD5A6C712E7,0,3,0
102,F5572CF9-C06C-4332-80B2-ADA24F7DEFA2,0,2,0
103,7F75CB44-C2B8-43D3-A1CC-AE522265BF21,0,2,0
104,67F8DD61-573C-4EE6-A121-AED9C43BCCB6,0,2,0
105,FC2174A4-4112-48AF-846D-AF9AD65B85AF,0,8,0
106,CF91D531-203E-4FE2-9EDA-AFB450CED04F,0,6,0
107,D21D28E3-7DD5-475F-BA60-B37642F1B5A4,0,1,0
108,BAB1F75C-A260-4F87-A824-B55645649EAA,0,4,0
109,308F4DB1-9F29-42F3-8F0E-B7EABDF346AC,0,2,0
110,E13071AD-6ABC-414F-AB7F-B80DC558ACAE,0,6,0
111,246B4595-0293-4BB3-9F71-B8FB707E666E,0,3,0
112,72B2BEA2-7CEF-44BE-887E-B9748995F1E0,0,8,0
113,97635A93-BB9E-4BB2-98A8-BA51466ABBA4,0,2,0
114,B15DEC1B-9424-49C3-95CB-BB18D0C56551,0,2,0
115,8E882663-8C50-4BA6-B5BE-BB8855570405,0,1,0
116,ABC1AA65-72FF-4FA7-AE56-BB8FB0089450,0,2,0
117,FB3A6F5F-4441-4C1E-ACAE-BBF039B2CD24,0,3,0
118,8063D826-13DF-46F1-8B74-BC42CE4774AA,0,1,0
119,E7B71F2E-52B6-464D-BC30-BDE818053D46,0,6,0
120,BAAAEC2C-C1EB-4BC2-B293-C2A9F059408D,0,4,0
121,E18AF085-6363-4E64-A6E4-C2AF196398DC,0,4,0
122,02FD1122-9456-440C-A51B-C5D3D2E32F29,0,2,0
123,4B305122-6F80-4AF4-BCB2-C92C1DC93945,0,4,0
124,F081A331-BC0D-4F67-98FA-CA3B941D5FBE,0,4,0
125,8EFA1733-645A-410E-9BEA-CAE08398F962,0,1,0
126,D1E99F9A-A68D-4F25-833A-CCAA0A692BFA,0,4,0
127,65E579BB-2345-49A7-BB7C-CCD77ABE5134,0,2,0
128,B01BE1BE-89FC-4D2C-A1D8-CD1FCAD39BE1,0,1,0
129,B9D35073-9845-49F1-B2CF-CFA74478726B,0,2,0
130,9F9166DC-33FA-4CDD-87CA-D6F81582579F,0,3,0
131,F5C42335-9652-4AED-BD31-D7834A261C65,0,1,0
132,DCC74F0D-079F-4FC1-96D9-D8421CE1474C,0,3,0
133,E3E8D332-DCEE-408D-9AFB-D9AE32207FCE,0,4,0
134,769D3DFB-EB16-4D33-8517-E7F908AC04A1,0,2,0
135,34422486-D875-4779-B478-ED472D7F2C91,0,1,0
136,BA49B6F9-E05E-4BC7-855D-ED595417AA77,0,2,0
137,1C3F9827-40E4-46B8-AA6C-ED8228FF50AA,0,2,0
138,FAE57405-28E8-4513-8048-EDC837C37924,0,1,0
139,9B47BE28-25BA-42C8-906C-F1C329B37090,0,2,0
140,4CC8E976-00AF-45ED-B83B-F2274A40DC36,0,6,0
141,93DEF4F2-2F53-4111-AA4A-F72B128756CB,0,2,0
142,00FC0CEC-AB06-4F6B-B602-F9FC972DA65D,0,3,0
143,88C7B477-8F01-4F8C-B6D4-FA023566930C,0,6,0
144,A63AB4E7-9FA5-4DD9-85D1-FBDF5229F715,0,2,0
145,0D717AB7-58BC-471C-A978-FF328C14EA88,0,2,0
146,6E678369-3171-47BE-8760-FF32B4D18DD0,0,2,0
147,9920067F-5859-43A9-BA38-32F93430E154,0,2,0
148,DCB9013F-2F17-4AD7-90C3-018FD673FE3A,0,1,0
149,AD8F978E-3F3C-4057-9536-1C2F261C653B,0,2,0
150,8934A286-9FC5-4B33-B2ED-2D8E018F5485,0,2,0
151,9B2EF0E4-7C28-4D48-91F3-3ABEB9B5DA0B,0,2,0
152,7F3B426F-FD89-47E7-85D2-33B4F560699B,0,2,0
153,11F96CD0-0393-4ED5-ACFA-1B71D493A721,0,2,0
154,3102EB28-94EB-4765-9588-056F1E6257A8,0,2,0
155,ED248FAF-37AB-49E4-829E-2D98441E5F6B,0,2,0
156,BD773475-6129-4489-9FB1-1E85425670C3,0,6,0
157,A84B3394-A475-4E44-A976-32EF112E9C45,0,6,0
158,591B6CA7-3469-4620-ACE1-06DD99B83051,0,4,0
159,6047F71A-DCAF-42A4-B091-1FC419DB7E0A,0,6,0
160,73FF8200-BC96-477F-B887-2BB7BF878F2A,0,5,0
161,E530734D-844D-4909-9C7A-10CE303641E6,0,9,0
162,42C0B346-6488-49CB-BB20-254237310226,0,3,0
163,EFFEDA0C-6D28-4911-A53E-28A5CFC3E742,0,2,0
164,F94EE622-EB1D-4ED0-A86A-040275A020C0,0,2,0
165,89405C08-EFA6-47E0-9ABE-017A4486C3CE,0,3,0
166,D7DD2A93-BE52-4DA2-BF5C-039FEFA9380D,0,8,0
167,9327DA7E-99A1-4C8B-AC24-1E4B84A02F7C,0,9,0
168,021E69B7-B3A1-4556-86C8-1FDE954B33F8,0,2,0
169,20E61C57-8F1A-4F90-BD33-2A5714FBDF24,0,2,0
170,73F2FD02-D08A-4D1A-A00B-01E914B1C05E,0,4,0
171,CE27B6BC-E659-4E44-95F4-0B17B7E61E66,0,4,0
172,E46D6FAE-3789-4741-BDAD-1DA20AFA53D5,0,2,0
173,8F0E95E7-7F86-4E14-9FCF-2675ABAAF7F6,0,4,0
174,6BFDD769-9BD7-4715-96AA-14C38DC4528E,0,2,0
175,A64208E5-4F4A-4A21-B539-18B38FE501E5,0,8,0
176,05A03EA2-9008-42F9-B18C-160BD287A181,0,2,0
177,3A406284-23F2-4B65-98E6-1ED167D3F499,0,4,0
178,DF303770-D984-411D-8679-1246A37E47F8,0,2,0
179,51C38BF7-7784-417F-B1D3-1E15DDDB4CE2,0,4,0
180,9CC8B1AB-AE75-4591-B476-391D2FAD2A59,0,8,0
181,F0BE65A5-4B52-4E2B-943D-28419E497361,0,4,0
182,8D067F02-D45E-44D7-927D-0E26FDD9E05E,0,4,0
183,7A078090-9F78-44D1-9481-2DCF1F342467,0,2,0
184,920C548D-F942-4D28-9ED1-16B393B8857D,0,4,0
185,55E32FF6-0A15-4E52-A004-25221D74FCFB,0,2,0
186,83092989-73EB-4198-833E-0964D72BA1A3,0,8,0
187,40AAFEC3-DBB8-4160-899F-338F84AF2667,0,2,0
188,34406368-4942-45CC-9CED-3C271E212254,0,4,0
189,6629E5D7-0D6C-4A56-A606-3D23775BADCC,0,6,0
190,FDBF239A-F9C6-4A2B-955C-3D2CCE07D706,0,2,0
191,26433813-0659-4196-B14F-3DAC666264E1,0,3,0
192,A90FEC8D-4295-45C2-BA71-4301BCBFA4A4,0,2,0
193,32AE7596-9DB6-4207-9136-4366241813B2,0,2,0
194,049FD10B-4BBE-4061-9406-437BF4FC1252,0,2,0
195,DD74BCA6-EBAE-4305-BDD9-44EFF646F7E0,2,2,0
196,AB023B87-A8CA-4FB0-BBA2-450D6018F3AC,0,1,0
197,08A094E3-D683-4863-8D7F-452A2D0FE109,0,4,0
198,EF13328F-42FE-4447-B4C7-4630AA9C74E8,0,6,0
199,8DE8845E-7658-40C9-9AF4-46425D78187D,0,6,0
200,706F7854-E485-4347-96CD-46F820C3B308,0,2,0
201,B9F24B24-805C-41FB-A6FB-4745E1620386,0,2,0
202,23E47985-A4B1-4838-BD31-47719C78F3C0,0,3,0
203,3EA6E752-3E12-48FE-A78C-4A5076256FC0,0,1,0
204,44C716DB-A4FB-4697-A30D-4A71DD2E15AA,0,9,0
205,14331C42-2FE6-4FDB-B7A4-4CA172CD3CA1,0,2,0
206,038D522D-DD01-4954-80D0-4D1C954E741D,0,3,0
207,38A9F8D3-3F56-4184-911B-507717365B8C,0,6,0
208,F3F2EAD1-0CD9-47B5-83B2-50CF3CB7846D,0,2,0
209,D55C6ACB-95D8-4BA4-8998-5119536F5BBC,0,2,0
210,9EA78962-125F-40E0-910C-513C0284FA5A,0,8,0
211,20F3C019-363F-4826-AC2A-524E0C153105,0,4,0
212,45BD9F65-25DC-4E7D-AB59-52CFD5D0E81E,0,2,0
213,61953583-342E-4ABD-9BD7-52E9640A2E74,0,4,0
214,84CCF1B3-6525-4426-AC94-54D76EC3CB72,0,2,0
215,62ACD6CC-8F42-4EC7-B0AC-5511F44EAE7E,0,2,0
216,C778826C-4E66-42D4-9CFB-55D61B5BAD98,0,4,0
217,F3CB210C-1CA1-47DC-8D94-584333C3B53F,0,1,0
218,CC3E9239-1322-47AF-B422-5942C8A77414,0,3,0
219,AA87192E-307E-48BA-BF19-5D0DE9B28A34,0,2,0
220,F620FBC9-09C8-4FBB-BD7C-5E717F665362,0,2,0
221,95F5C70C-D368-4352-ABDC-5E80981F0B7C,0,8,0
222,D8514324-BC8E-4196-B78D-5ED1B0510134,0,4,0
223,FCA019BF-5732-4BC4-9D22-607932201EB3,0,2,0
224,F954BD89-3E6F-4DDC-BB14-638547C6927B,0,6,0
225,F01B65B5-4B5F-4C09-BD32-65C5BE3F2ED8,0,2,0
226,005814FB-D627-48A7-A9C9-6700BCA517C1,0,2,0
227,D087240B-4DA6-4805-B259-6820DA06B842,0,6,0
228,8ADFCC2E-12AE-4DCF-AA3C-693B512C8810,0,4,0
229,E676A51E-FA98-4431-8E58-6A8896039096,0,2,0
230,78898DC0-3294-4FD5-AC70-6D956D2EA1EC,0,4,0
231,FD98A532-5D72-4914-BC5C-72F0E79D6272,0,4,0
232,E55E50A1-1CA5-46A7-9EAC-755D65A4638C,0,9,0
233,D923CF90-9049-4DB2-BE61-76E0D7E2712E,0,2,0
234,6E66B880-17E8-4743-BBFD-777EDC8AEA90,0,3,0
235,C0032E28-5EB3-4357-9EEF-7939823F1CEB,0,8,0
236,F10C97A2-126D-4C6F-879A-7A60AB600867,0,6,0
237,EA1F8DC6-F42D-4E44-9DE7-7B14F9695497,0,2,0
238,48624948-1CB3-4A0A-8FBE-7C15AFDC77E0,0,4,0
239,93E987D9-5D8B-40C6-86F1-80DBC5D5C77C,0,2,0
240,63D596FA-FAA6-478A-A43D-81EC9E11DB54,0,4,0
241,FAFDECEB-CE41-4C8D-ADF5-81F771C3DAB8,0,4,0
242,955CF16B-AAB9-4503-8582-831403C07F96,0,9,0
243,3E23D32A-E2B8-42F2-AAEB-835E89B84880,0,6,0
244,D3035FCF-40EF-4275-B105-83FB32D14CBC,0,2,0
245,8FA79BB2-1479-4B1C-801B-848D7FF76FF6,2,4,0
246,C5257699-F92A-4A4B-A31B-85EC48043C83,0,2,0
247,5ED5433A-4CF6-4C8A-9139-862FDFA7B63E,0,2,0
248,10358D4B-94FD-4133-823E-873CA7A663EA,0,1,0
249,067E8B5E-7C85-4334-BFF1-88F49B2E017E,0,4,0
250,2F8DFFC0-5BD7-4AD8-926A-8A7A4A296F22,0,3,0
251,509EDA02-D76C-4F4A-A84D-8C9E15FD94F3,3,6,0
252,DA2F89AB-A057-45F9-9D8F-9142233389A0,0,1,0
253,EFE46210-6A21-4234-8541-91A4DDF6EC05,0,3,0
254,88BC115F-5B50-4290-9642-9B955B19588A,0,6,0
255,B18E2D5C-5F83-42D1-BCDA-9F75AF190BEB,0,3,0
256,447213B4-0E4B-4303-B2AA-A0519D703F18,0,1,0
257,B69B6AED-198A-4D3A-81B5-A0E548C0359D,0,4,0
258,2E84C0FB-9E77-4F3C-B246-A1465F330833,0,1,0
259,1F00BF80-AB0C-42AA-AB01-A1FA141DA1E6,0,2,0
260,F28984D2-C4DC-4610-BBF2-A31363634589,0,2,0
261,F3776200-5871-4681-88EF-A33347D09017,0,6,0
262,3C27C3D8-2D01-4B6A-A68C-A3B405864AA2,0,2,0
263,6AEC1A64-BB3D-418A-9736-A3D8ACDAB837,0,3,0
264,6186ED4C-5FF4-43CA-B762-A848AB3A50D0,0,4,0
265,D0502615-225F-4291-88A8-AA1074FF116B,0,3,0
266,6690DBD0-89E7-4E1F-95EC-AC84B7ED09F1,0,2,0
267,4899D141-85B3-4187-8D3F-AD542148D490,0,6,0
268,A79A6402-3CAB-48EB-9550-AD8106650092,0,2,0
269,BF3CE6D2-E2AE-4B1D-8944-B05A3F99B7D1,0,2,0
270,CF8AAEB1-45A6-4F73-812F-B13A228C3EF7,0,6,0
271,15C767EF-323B-4122-8349-B3FF7DACC31A,0,2,0
272,C3EC0E95-261C-4C06-A474-B57A67C30B84,0,1,0
273,C443ED23-5B48-484F-B74F-B690A2B0AF67,0,6,0
274,D5D73E0F-3910-4DBF-9187-B7954D2206A2,0,2,0
275,DE8367AE-ED5A-413B-A142-B7FF9402229F,0,2,0
276,85577077-D232-430D-A2D5-B8EC6AA706C1,0,6,0
277,4A060DA8-7700-41A8-A3A7-BC6A9F3A2EBB,0,2,0
278,B966EA1B-26A8-4EE0-8EA1-BC8596B65B77,0,2,0
279,C3619448-8EF0-4F3E-BD78-BC8CB6C1F089,0,3,0
280,F878253B-6705-4C30-A4B3-BCE21E575033,0,2,0
281,A070C5A1-B13D-49C0-BD3A-BD55C06CF41D,0,4,0
282,32813212-814E-4497-9A77-BD7BF75612DA,0,6,0
283,C2CE34BA-79AD-4138-86D8-C1C93CF28FC0,0,1,0
284,D94560E7-CA45-4F1A-B851-C2B314A8438D,0,2,0
285,A4248993-BA7D-43F9-BAC0-C361FA9DBBFD,0,4,0
286,EADCBEE8-4C55-4A72-8163-C3BE24C1DBB4,0,8,0
287,E9894BB1-B8B3-49CF-8EC9-C4EFA9FF91D8,0,2,0
288,5846EC86-8FB5-4546-9263-C59B6C9C5A84,0,6,0
289,BD526D54-26E8-416E-A189-C8BBC37ED6C7,0,1,0
290,B5BC9EBF-CD24-4AAE-BFA2-CA41DCD96E5F,0,2,0
291,6BA1A6D3-1B3C-4262-BAA8-CAD8E157C36B,0,4,0
292,B18BB1F9-DBF1-4737-9BFC-CC3E373C9598,2,2,0
293,5D888689-6E60-486B-8C2C-CD4F1FE4794A,0,2,0
294,4312B2A4-E9E4-4F62-B5FC-CF5B42F52313,0,4,0
295,F339A577-6430-4852-8A40-D57A239E863D,0,2,0
296,20C53AAD-FB94-414E-917D-D6E3E016297F,0,2,0
297,67E2ADCF-1746-43A0-A337-D718F197C026,0,6,0
298,D75B26EF-57EE-4722-80D0-D8BC5385E46A,0,1,0
299,41504BE3-089F-4B75-8F3F-D8FD564C4F67,0,2,0
300,61D70D03-654F-4927-AF27-DBE57589FFD7,0,4,0
301,235FC375-51D2-4356-A7F1-DD8D4C2C13E9,0,4,0
302,1DBD49F0-661F-4889-9EC6-DE3C13D01F8A,0,2,0
303,A39E4051-8F5B-4F44-A086-DE8845CDC05D,0,2,0
304,D129A09F-4450-4A21-ACBD-E1DA2CA2CEEC,0,3,0
305,8F97BEF0-E9C2-4F87-A73E-E1DA925A8200,0,1,0
306,D9570EAA-44EE-4DB3-911D-E22059195D86,0,3,0
307,92DEEDFA-BAF9-49B3-BFA1-E2DFE00BF485,0,4,0
308,FA0793F4-A2D2-415A-BC64-E7F60ED04C70,0,2,0
309,E87712BE-9D5B-4638-B7BE-E92FE39C2756,0,1,0
310,DC0935CB-5917-4005-81FC-EB8E297EBC1C,0,8,0
311,5CA46DFB-6312-4499-9C6F-EC9DBB29597E,0,4,0
312,437883F4-6FC9-4607-8E7B-ED2584D20A0B,0,7,0
313,118BFCF9-4681-4B38-8A65-EDB055BE5431,0,2,0
314,3D3232C7-59CA-466C-90FB-EFB969C7026B,0,3,0
315,0C4FA2B0-2FD4-4DFE-9AEA-EFE5CFDF03DB,0,2,0
316,8B3A0D23-43D8-4600-B170-EFF0414028D4,0,3,0
317,8AC7EFE0-66BA-4127-BA57-EFFDD248D4B4,0,4,0
318,EAE4FDB9-1210-4649-9317-F00E037B0DEB,0,4,0
319,44AB88F3-3421-467C-958B-F0E8E8AE0BAB,0,4,0
320,A68169A7-D1DD-42EE-B535-F24976D44314,0,1,0
321,A704C8C1-3922-4A78-A570-F32A6217DBD5,0,1,0
322,19507353-A1A6-431A-AA21-F44053DF52D0,0,2,0
323,99B6B2AE-F671-4E3D-ABCE-F7D49803BDF9,0,4,0
324,28063E17-8FBD-4AC4-9973-F8CE3D1E23E1,0,4,0
325,B541ED8F-FD68-4933-A96F-FA254A5BF311,0,9,0
326,01455FB6-6B75-40EA-A111-FD051580D4B8,0,4,0
327,5A4CE672-5832-42F6-8E90-FD9F30D6DED0,0,3,0
328,F2800270-08BA-48BA-BC89-FDC27567368B,0,2,0
329,6574B27F-FBED-404C-BFFE-FEF4D0ABB5CF,0,1,0
330,B4CEF776-1EDA-4A68-81A8-3152C730FF3C,0,4,0
331,2030E51F-7A25-4212-A8F8-2B235CB4209C,0,4,0
332,F326BC0C-37BB-4491-BACB-0D77110C8C7E,0,3,0
333,AA4308BB-B346-4D91-A463-266301C1F13E,0,4,0
334,E1682533-0716-4A81-A805-2737A83CA3C0,0,1,0
335,580147B1-5BBD-46AF-9F93-24921F490AFA,0,2,0
336,6CCD4C92-8E31-4878-938F-0F95E8DA163E,0,2,0
337,68CE3252-211A-4A42-8597-070217581838,0,1,0
338,0631662C-EF90-4C37-AF67-116110ECC20A,0,2,0
339,3CC24BA3-67AB-4D7B-8D57-30974079D69E,0,2,0
340,39BE2F93-2E08-4F6C-8B33-3740CFDE5F5E,0,2,0
341,6EC7C9B8-9F2D-4C33-9F0E-33DBF264BA42,0,2,0
342,5B771992-829B-40CC-854D-0D5D853B406F,2,4,0
343,9B1F5FD8-44F6-4379-BD6C-25A5BF9C6E2B,0,1,0
344,DCAA239B-98A3-404F-9E1C-1F1CA51F5A77,0,2,0
345,D4741F27-30B6-4ED0-A2B5-0F98A7D1E953,0,8,0
346,867C412B-98FD-4E9D-80FE-31FEFED3199B,0,6,0
347,3E458A13-5EE1-46A8-A67F-1B2D2F11B0BE,0,2,0
348,7DE62BA1-38E8-478C-9DCD-1E838F0DAC3B,0,1,0
349,A53FCFF8-8133-43CD-8864-2D00F2451748,0,2,0
350,5D150808-29B3-41EC-B15F-103BC3D495BA,0,6,0
351,BFD99483-5FDB-4E7B-AEBF-338A63FA6E43,0,2,0
352,194D3417-ADD4-433F-981C-0E3BAF25E547,1,1,0
353,B912DA9F-CBED-46B0-A3C8-370DC7A4D9C5,0,2,0
354,A4040C97-22EB-46FC-82A8-2AED4C739C7A,0,8,0
355,ACAA4392-5FC9-4E28-AD95-0F4DC685F00E,0,3,0
356,0A68485C-7383-4D24-ABC9-3800C01A58CE,0,2,0
357,CC2019E8-7163-4ADC-915E-2A1BAC6446DF,0,4,0
358,55EF24A2-2F72-42BF-B2DA-0C6DAE79A843,0,8,0
359,B15A2444-6EF9-4F8F-B904-1F7AAAFC9374,0,4,0
360,8ACE8216-1805-4E13-9284-03E1A1859A16,0,1,0
361,F4A08569-4B94-4C1F-A695-2276554EDEC4,0,4,0
362,17E35E09-238F-4CC3-AAAB-355B04058599,0,4,0
363,D3419AAE-7DD6-46E9-84C6-215BCEE2AC87,0,4,0
364,D223E19A-BCA6-480B-AE09-21AF3FDCA175,0,2,0
365,1B9D2B5D-9F4A-4EBF-8D55-321BC4CD5604,0,8,0
366,E4D7496C-6C1E-4D90-96B7-1E2EBF4B8B0B,0,4,0
367,CE729B40-6F30-4AAA-8AE8-20A7A74F149D,0,2,0
368,46631166-5036-47F0-9BA2-0858622C3C50,0,4,0
369,7AE59115-D8B7-46A6-966D-1F2E97CCD68B,0,2,0
370,F8D463EB-0F47-439B-B02E-2A656312913F,0,6,0
371,736635A9-13FB-4D06-A302-0325C182C6E1,0,6,0
372,6FD244F4-3ABF-42E2-98B6-168220C94B92,0,5,0
373,6DF8B6DC-F254-4F67-BF50-1105C7C19622,0,4,0
374,8DC3353E-542B-4896-8D51-1D76E560CD1E,0,4,0
375,7A7B4950-5CC3-47B9-A1F5-3B05DCD046B1,0,6,0
376,DF3C72B8-A056-4770-8D8B-3B5077AC212F,0,2,0
377,9E07943D-AECA-4FA3-B03D-3BDBB68B06FE,0,1,0
378,0C11C45C-1984-4AE2-BDAD-3CF7B71035CE,0,2,0
379,F0E78681-3757-4F7F-AFC9-401D870016D0,0,4,0
380,F9D791FA-4ECE-4465-A788-42EF759ADE37,0,2,0
381,339E1E3A-58A7-417A-A43F-4308203C465F,0,2,0
382,5DFBCBC6-2663-433D-8D16-443190B1A548,0,8,0
383,5A59D562-651C-481D-A743-44A5E5CA3A7F,0,2,0
384,FEC05774-0FE4-48B3-B8A1-4559C69793F0,0,7,0
385,E88E32CF-CEE3-4C39-AFE5-45FA3C57734A,0,8,0
386,9447AF38-8ABE-4FBF-95C3-48AFD5557B0A,0,2,0
387,395673A3-AFED-46C4-B3DE-4B2CE55FCC42,0,2,0
